Order,Lot Area,Overall Qual,Overall Cond,Central Air,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Paved Drive,Wood Deck SF,SalePrice,TotalSF,TotalFloorSF,TotalBathrooms,HasBasement,HasGarage,HasPorch,HasPool,WasRemodeled,IsNew,WasCompleted,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE
686,10800,4,7,1,4,1,6,0,2,0,133500,2293.0,1461,2.0,1,1,1,0,1,0,1,0,0,0,0
687,8064,6,7,1,3,1,6,0,2,180,135000,2359.0,1064,1.0,1,1,1,0,1,0,1,0,0,0,0
688,7570,6,5,1,4,1,8,0,2,0,144750,2586.0,1806,1.5,1,1,1,0,0,0,1,0,0,0,0
689,8604,5,7,1,2,1,4,0,2,0,145000,1882.0,941,2.0,1,1,1,0,0,0,1,0,1,0,0
690,7936,6,6,1,3,1,6,1,2,0,127000,2090.0,1045,2.0,1,1,0,0,0,0,1,0,0,0,0
691,6600,5,5,0,2,1,5,0,2,0,109500,1788.0,894,1.0,1,1,0,0,0,0,1,0,0,0,0
692,3950,6,8,1,3,1,5,0,0,0,115000,2042.0,1224,1.0,1,1,1,0,1,0,1,0,0,0,0
693,10440,5,6,1,2,1,5,0,2,74,110000,1670.0,1230,1.5,1,1,1,0,1,0,1,0,0,0,0
694,4080,6,8,1,3,1,6,0,1,54,128900,2279.0,1378,1.0,1,1,1,0,1,0,1,0,0,0,0
695,10307,6,5,0,4,2,12,0,0,0,103500,2916.0,1944,3.0,1,1,1,0,1,0,1,0,1,0,0
696,5720,5,6,1,3,1,5,0,2,26,66500,1807.0,1131,1.5,1,1,0,0,1,0,1,0,0,0,0
697,15660,5,8,1,3,1,6,0,0,0,130000,1546.0,1306,1.5,1,1,0,0,1,0,1,0,0,0,0
698,9900,5,8,1,3,1,7,0,0,0,129000,1968.0,1464,2.0,1,0,1,0,1,0,1,0,0,0,0
699,6406,5,6,1,3,1,7,1,2,0,150000,2248.0,1558,1.5,1,1,1,0,1,0,1,0,0,0,0
700,6600,5,4,0,4,2,11,0,2,0,107500,3366.0,2372,2.0,1,1,1,0,1,0,1,0,0,0,0
701,7627,4,6,0,4,2,8,0,0,0,94550,2301.0,1701,2.0,1,0,1,0,1,0,1,1,0,0,0
702,7596,5,5,1,4,2,10,0,0,0,124500,2920.0,1960,2.0,1,1,0,0,0,0,1,0,1,0,0
703,3378,7,8,1,3,1,6,2,1,0,135000,2040.0,1389,1.5,1,1,1,0,1,0,1,0,0,0,0
704,10134,5,5,0,3,1,6,0,0,80,103000,2248.0,1447,1.0,1,0,1,0,1,0,1,0,0,0,0
705,6000,4,4,0,2,1,4,0,2,0,93000,1872.0,936,1.0,1,1,1,0,0,0,1,1,0,0,0
706,6000,5,7,1,3,1,6,0,2,0,129500,2096.0,1328,1.5,1,1,1,0,1,0,1,0,0,0,0
707,6000,5,4,1,3,2,7,0,2,0,93000,2198.0,1387,2.0,1,1,0,0,0,0,1,1,0,0,0
708,7404,4,6,1,2,1,5,0,0,0,80000,1722.0,861,1.0,1,1,1,0,1,0,1,0,0,0,0
709,5925,2,4,0,1,1,4,0,0,0,45000,612.0,612,1.0,0,1,1,0,1,0,1,0,0,0,0
710,5925,3,6,0,2,1,6,0,2,0,37900,1568.0,968,1.0,1,0,0,0,1,0,1,0,0,0,0
711,5784,5,8,1,2,1,4,0,2,144,91300,1076.0,886,1.0,1,1,1,0,1,0,1,0,0,0,0
712,8520,5,8,1,2,1,5,0,2,0,99500,1416.0,792,1.0,1,1,1,0,1,0,1,0,0,0,0
713,4456,4,5,1,2,3,8,0,0,0,113000,2188.0,1452,2.0,1,0,1,0,1,0,0,1,0,0,0
714,9600,4,4,1,3,1,7,0,0,0,87500,2187.0,1510,2.0,1,1,1,0,1,0,1,0,0,0,0
715,3500,5,7,1,2,1,5,0,2,0,110000,2004.0,1284,1.5,1,1,1,0,1,0,1,0,0,0,0
716,8100,5,5,0,2,3,11,0,0,40,106000,2987.0,2138,2.0,1,1,1,0,1,0,1,0,0,0,0
717,11700,7,7,0,4,1,8,1,0,181,265979,3880.0,2640,1.5,1,1,1,0,1,0,1,0,0,0,0
718,8400,6,7,1,3,1,8,0,2,0,160000,2924.0,2007,2.0,1,1,1,0,1,0,1,0,0,0,0
719,3600,6,7,1,3,1,5,1,0,0,119000,1912.0,1288,2.0,1,1,1,0,1,0,1,0,0,0,0
720,17671,8,9,1,4,1,8,1,1,0,168000,2658.0,1742,1.5,1,1,1,0,1,0,1,0,0,0,0
721,3300,4,3,1,2,1,5,1,0,0,58500,1440.0,816,1.0,1,0,1,0,1,0,1,0,0,0,0
722,9000,7,9,1,3,1,7,0,2,0,143000,2132.0,1482,1.5,1,1,0,0,1,0,1,0,0,0,0
723,7200,5,4,0,2,1,4,0,2,0,85000,2044.0,1022,2.0,1,1,1,0,1,0,1,0,0,0,0
724,8820,5,6,1,2,1,7,0,2,48,124900,2957.0,1749,1.0,1,1,1,0,1,0,1,0,0,0,0
725,5400,6,6,1,3,1,6,0,2,0,119000,2452.0,1044,1.0,1,1,1,0,1,0,1,0,0,0,0
726,9720,6,7,1,4,1,8,0,2,0,146500,2262.0,1521,1.0,1,1,1,0,1,0,1,0,0,0,0
727,7879,4,5,0,2,1,4,0,0,0,34900,1440.0,720,1.0,1,0,1,0,1,0,1,0,0,0,0
728,9392,3,3,0,2,1,5,0,0,0,44000,1042.0,797,1.0,1,0,1,0,1,0,1,0,0,0,0
729,21384,5,6,1,3,1,6,1,2,0,223500,2900.0,1576,3.5,1,1,1,0,1,0,1,0,0,0,0
730,6615,6,6,0,3,1,6,1,2,266,149000,2454.0,1432,1.0,1,1,1,0,1,0,1,0,0,0,0
731,7264,7,7,0,3,1,5,0,2,74,205000,2500.0,1548,2.5,1,1,1,0,1,0,1,0,0,0,0
732,4960,5,7,1,3,1,7,1,0,244,137000,1951.0,1654,2.0,1,1,1,0,1,0,1,0,0,0,0
733,8854,6,6,0,2,1,4,1,1,0,121000,1904.0,952,1.0,1,1,1,0,1,0,1,0,0,0,0
734,6000,4,6,1,3,1,6,0,2,0,128000,1996.0,1324,1.0,1,1,0,0,1,0,1,0,0,0,0
735,6000,6,9,1,2,1,4,0,0,210,134900,1874.0,1176,1.0,1,1,0,0,1,0,1,0,0,0,0
736,6000,5,8,1,3,1,5,1,0,0,117000,2232.0,1348,2.0,1,1,1,0,1,0,1,0,0,0,0
737,6000,6,6,1,4,1,6,1,2,45,132500,2192.0,1412,1.0,1,1,0,0,1,0,1,0,0,0,0
738,6000,5,5,1,3,1,6,0,2,0,93000,1610.0,1142,1.0,1,1,1,0,1,0,1,0,0,0,0
739,6000,6,7,1,2,1,4,0,2,0,119000,1788.0,904,1.0,1,1,1,0,1,0,1,0,0,0,0
740,6911,5,5,1,2,1,5,0,2,0,100000,2446.0,1301,1.0,1,1,0,0,1,0,1,0,0,0,0
741,6120,5,6,1,3,1,5,0,2,112,141500,2466.0,1539,1.5,1,1,0,0,1,0,1,0,0,0,0
742,6120,4,7,1,3,1,6,0,2,0,133000,2457.0,1573,1.0,1,1,1,0,1,0,1,0,0,0,0
743,6120,2,3,0,1,1,4,1,0,0,60000,1064.0,800,1.0,1,0,0,0,1,0,1,0,0,0,0
744,6120,5,7,1,2,1,5,0,2,48,105000,1590.0,875,2.0,1,1,0,0,1,0,1,0,0,0,0
745,6120,5,6,1,2,1,5,0,2,0,115000,1955.0,995,1.0,1,1,1,0,1,0,1,0,0,0,0
746,6120,5,6,1,3,1,6,1,2,189,150000,2534.0,1582,2.0,1,1,1,0,1,0,1,0,0,0,0
747,8635,5,5,1,2,1,5,0,1,0,126500,2144.0,1072,2.0,1,1,1,0,1,0,1,0,0,0,0
748,11888,6,6,0,5,1,10,0,2,0,214500,2978.0,2134,2.0,1,1,1,0,1,0,1,0,0,0,0
749,11414,7,8,0,3,1,8,0,2,509,167500,2747.0,2019,1.0,1,1,1,0,1,0,1,0,0,0,0
750,8094,6,6,1,3,1,8,0,2,0,155000,2816.0,1768,2.0,1,1,1,0,1,0,1,0,0,0,0
751,2500,7,8,1,4,1,7,1,2,0,155000,2736.0,1826,2.5,1,1,0,0,1,0,1,0,0,0,0
752,9928,7,8,1,3,1,8,0,0,24,179900,2616.0,1944,2.0,1,1,1,0,1,0,1,0,0,0,0
753,5520,6,6,1,5,1,8,0,2,0,104000,2984.0,1858,1.0,1,0,1,0,1,0,1,0,0,0,0
754,3000,5,1,0,4,2,11,0,2,0,62500,3168.0,2128,2.0,1,0,1,0,1,0,1,0,1,0,0
755,6876,6,5,1,4,1,8,0,2,0,149000,2650.0,1930,3.0,1,1,1,0,1,0,1,0,0,0,0
756,6240,4,5,1,2,1,5,0,2,0,103000,1988.0,848,1.0,1,1,1,0,1,0,1,0,0,0,0
757,5775,6,7,1,3,1,7,0,2,0,123000,1910.0,1427,1.0,1,1,1,0,1,0,1,0,0,0,0
758,5852,7,5,0,6,1,9,0,0,0,97500,2884.0,1864,2.5,1,0,1,0,1,0,1,1,0,0,0
759,5160,6,6,1,3,1,4,0,2,0,135000,2870.0,1666,1.0,1,1,1,0,1,0,1,0,0,0,0
760,5160,4,6,1,1,1,5,0,0,0,70000,1750.0,892,2.0,1,0,1,0,1,0,1,0,0,0,0
761,10320,6,7,1,3,1,7,0,2,0,116000,2101.0,1403,2.5,1,1,1,0,1,0,1,1,0,0,0
762,4280,4,9,1,2,1,4,0,2,0,88750,1264.0,704,1.5,1,1,1,0,1,0,1,0,0,0,0
763,10800,5,5,1,3,1,5,0,2,120,179000,2400.0,1200,6.0,1,0,0,0,1,0,1,0,1,0,0
764,10800,5,5,1,3,1,5,0,2,120,179000,2400.0,1200,6.0,1,0,0,0,1,0,1,0,1,0,0
765,10547,5,5,1,2,2,6,0,0,0,159900,2304.0,1152,4.0,1,1,0,0,0,0,1,0,1,0,0
766,10020,1,1,0,1,1,4,0,2,0,61000,1587.0,904,1.5,1,0,0,0,1,0,1,0,0,0,0
767,6629,6,6,0,3,1,6,0,2,147,103600,2041.0,1369,3.0,1,1,0,0,1,0,1,0,0,0,0
768,9780,5,3,0,4,1,6,0,0,0,63000,1697.0,1112,3.0,1,1,0,0,1,0,1,0,0,0,0
769,12886,5,6,1,3,1,6,1,2,302,175000,1984.0,1464,2.5,1,1,1,0,1,0,1,0,0,0,0
770,8816,5,6,1,3,1,5,0,2,0,139000,2242.0,1121,2.0,1,1,1,0,0,0,1,0,0,0,0
771,11184,6,5,1,3,1,7,1,2,243,172500,2601.0,1683,2.5,1,1,0,0,0,0,1,0,0,0,0
772,11625,5,6,1,3,1,6,1,2,0,113500,2104.0,1052,1.5,1,1,1,0,0,0,1,0,0,0,0
773,7800,5,7,1,3,1,5,0,2,64,130000,1763.0,899,1.0,1,1,0,0,1,0,1,0,0,0,0
774,8014,6,5,1,3,1,5,1,2,0,149900,1490.0,1034,1.5,1,1,0,0,0,0,1,0,0,0,0
775,7252,5,5,1,2,1,5,0,2,120,134900,1716.0,858,2.0,1,1,0,0,0,0,1,0,0,0,0
776,8740,5,6,1,2,1,4,0,2,0,137000,1700.0,860,2.0,1,1,0,0,0,0,1,0,0,0,0
777,11616,5,5,1,3,1,6,1,2,0,139000,2184.0,1092,1.5,1,1,1,0,0,0,1,0,0,0,0
778,15400,5,5,1,4,1,8,1,2,290,165000,2326.0,1515,2.0,1,1,1,0,0,0,1,0,0,0,0
779,15312,6,5,1,3,1,6,1,2,0,148000,2276.0,1138,1.5,1,1,1,0,0,0,1,0,0,0,0
780,15584,5,5,1,4,1,9,1,2,131,165000,2896.0,2071,2.0,1,1,1,0,0,0,1,0,0,0,0
781,9000,2,2,0,2,1,5,0,0,0,63900,660.0,660,1.0,0,0,1,0,1,0,1,0,0,0,0
782,11250,4,5,1,5,1,8,2,2,120,161500,2892.0,1788,2.0,1,1,0,0,1,0,1,0,0,0,0
783,25095,5,8,1,1,1,5,2,2,0,143000,2910.0,1473,3.0,1,1,1,0,1,0,0,0,0,0,0
784,17140,4,6,1,3,1,6,0,2,0,135000,2363.0,1229,1.0,1,1,0,0,0,0,1,0,0,0,0
785,12342,4,5,1,1,1,4,0,2,158,82500,1722.0,861,1.0,1,1,0,0,1,0,1,0,0,0,0
786,10708,5,5,1,2,1,7,3,2,476,190000,3484.0,1867,2.0,1,1,1,0,1,0,1,0,0,0,0
787,13680,3,5,1,4,1,8,1,2,0,139600,1733.0,1733,2.0,0,1,0,0,0,0,1,0,0,0,0
788,15635,4,5,1,2,1,6,0,2,0,122000,1383.0,1383,1.0,0,1,1,0,0,0,1,0,0,0,0
789,9855,6,5,1,3,1,7,1,2,0,127500,3125.0,1689,1.0,1,1,0,0,0,0,1,0,0,0,0
790,9571,5,5,1,2,1,5,0,2,0,121500,2146.0,1073,2.0,1,1,0,0,0,0,1,0,0,0,0
791,9571,5,3,1,3,1,5,0,2,0,60000,2552.0,1276,1.0,1,1,0,0,0,0,1,0,0,0,0
792,9350,6,7,1,3,1,6,1,2,0,154400,2386.0,1639,1.5,1,1,1,0,1,0,1,0,0,0,0
793,9340,4,6,1,2,1,4,0,0,0,113000,1344.0,672,2.0,1,1,1,0,1,0,1,0,0,0,0
794,7440,5,6,1,3,1,5,1,1,328,125000,2178.0,1089,2.0,1,1,0,0,0,0,1,0,0,0,0
795,11500,4,3,0,3,1,5,0,0,186,84000,845.0,845,1.0,0,1,0,0,0,0,1,0,0,0,0
796,4235,5,5,1,2,1,5,0,2,0,139500,2098.0,1049,3.0,1,1,1,0,0,0,1,0,0,0,1
797,11409,5,4,1,3,1,8,1,2,0,131000,2484.0,1716,1.5,1,1,1,0,1,0,1,0,0,0,0
798,9060,6,5,1,2,1,6,0,1,0,105000,1818.0,1258,1.0,1,1,0,0,1,0,1,0,0,0,0
799,9084,4,5,1,4,1,7,1,1,120,108000,2265.0,1510,2.0,1,1,0,0,1,0,1,0,0,0,0
800,10778,7,6,1,1,1,4,0,2,114,162000,2115.0,1061,2.5,1,1,1,0,1,0,1,0,0,0,0
801,19255,6,5,1,2,1,5,1,2,0,156500,1858.0,1338,1.5,1,1,0,0,0,0,1,0,0,0,0
802,12327,8,8,1,1,1,5,1,2,349,316600,3628.0,2132,2.5,1,1,1,0,1,0,1,0,0,0,0
803,14684,7,7,1,3,1,7,1,2,84,271900,4354.0,2196,2.0,1,1,1,0,1,0,1,0,0,0,0
804,9317,7,5,1,3,1,7,1,2,234,213000,2515.0,1775,3.5,1,1,1,0,0,0,1,0,0,0,0
805,10560,7,5,1,3,1,8,1,2,400,239900,2958.0,1879,3.5,1,1,1,0,1,0,1,0,0,0,0
806,9828,8,5,1,3,1,8,1,2,0,239500,3148.0,2020,2.5,1,1,1,0,0,0,1,0,0,0,0
807,26400,5,7,1,4,1,7,1,1,0,131000,2016.0,2016,1.0,0,1,0,0,1,0,1,0,0,0,0
808,7018,5,5,1,4,2,8,0,2,0,118964,1535.0,1535,2.0,0,1,0,0,0,0,1,0,1,0,0
809,7018,5,5,1,2,2,6,2,2,120,153337,2310.0,1224,3.0,1,1,0,0,0,0,1,0,1,0,0
810,7018,5,5,1,6,2,8,0,2,73,147983,2228.0,2228,2.0,0,1,0,0,0,0,1,0,1,0,0
811,7018,5,5,1,4,2,8,0,2,0,118858,1535.0,1535,2.0,0,1,0,0,0,0,1,0,1,0,0
812,7018,5,5,1,4,2,8,0,2,0,118858,1535.0,1535,2.0,0,1,0,0,0,0,1,0,1,0,0
813,7018,5,5,1,6,2,12,0,2,154,142953,2240.0,2240,2.0,0,1,0,0,0,0,1,0,1,0,0
814,7040,5,5,1,2,2,6,2,2,120,148325,2323.0,1229,3.0,1,1,0,0,0,0,1,0,1,0,0
815,7007,5,5,1,4,2,8,0,2,0,113722,1513.0,1513,2.0,0,1,0,0,0,0,1,0,1,0,0
816,11855,7,5,1,6,2,8,2,2,312,269500,3955.0,2787,7.0,1,1,0,0,0,0,1,0,1,0,0
817,7939,7,5,1,6,2,8,2,2,312,269500,3955.0,2787,7.0,1,1,0,0,0,0,1,0,1,0,0
818,7976,7,5,1,6,2,8,2,2,312,269500,3955.0,2787,7.0,1,1,0,0,0,0,1,0,1,0,0
819,10933,9,5,1,1,1,8,1,2,185,323262,3235.0,1680,2.5,1,1,1,0,0,1,0,0,0,0,0
820,10637,8,5,1,3,1,7,1,2,208,297000,3423.0,1718,3.0,1,1,1,0,1,1,1,0,0,0,0
821,10226,8,5,1,3,1,8,1,2,172,295493,3252.0,1630,3.0,1,1,1,0,0,1,1,0,0,0,0
822,10816,9,5,1,3,1,8,1,2,208,332000,3440.0,1720,3.0,1,1,1,0,0,1,1,0,0,0,0
823,9178,8,5,1,3,1,6,1,2,192,239900,2936.0,1468,2.0,1,1,1,0,0,1,1,0,0,0,0
824,10769,8,5,1,3,1,7,0,2,144,212000,2634.0,1768,2.5,1,1,1,0,0,1,1,0,0,0,0
825,11422,8,5,1,3,1,7,2,2,154,272500,3676.0,1838,3.0,1,1,1,0,1,1,1,0,0,0,0
826,11923,9,5,1,2,1,7,0,2,288,239000,3600.0,1800,2.0,1,1,1,0,0,1,1,0,0,0,0
827,8814,7,5,1,3,1,8,1,2,123,220000,3208.0,1604,3.5,1,1,1,0,0,1,1,0,0,0,0
828,6762,7,5,1,2,1,6,1,2,168,200000,2572.0,1290,3.0,1,1,0,0,0,1,1,0,0,0,0
829,10324,8,5,1,2,1,5,0,2,168,221800,2508.0,1254,3.0,1,1,1,0,0,1,1,0,0,0,0
830,7314,7,5,1,2,1,6,0,2,132,194500,2464.0,1232,3.0,1,1,0,0,0,1,1,0,0,0,0
831,11645,8,5,1,3,1,7,1,2,144,237000,2996.0,1498,2.0,1,1,1,0,1,1,1,0,0,0,0
832,11646,6,5,1,3,1,7,1,2,36,173000,2126.0,1422,2.5,1,1,1,0,1,1,1,0,0,0,0
833,12800,7,5,1,2,1,5,1,2,80,275000,3162.0,1644,3.5,1,1,1,0,0,0,1,0,0,0,0
834,16698,7,5,1,3,1,7,1,2,150,233500,3208.0,1759,3.5,1,1,1,0,1,0,1,0,0,0,0
835,28698,5,5,1,3,1,7,0,2,486,185000,3139.0,2126,3.0,1,1,1,0,0,0,1,0,0,0,0
836,12464,5,5,1,3,1,6,0,2,168,152000,2080.0,1040,2.0,1,1,0,0,0,0,1,0,0,0,0
837,9757,5,7,1,3,1,5,0,2,66,143000,1980.0,990,2.0,1,1,1,0,0,0,1,0,0,0,0
838,15426,6,5,1,3,1,7,0,2,276,231500,2692.0,1764,3.5,1,1,1,0,0,0,1,0,0,0,0
839,10667,7,6,1,3,1,6,1,2,158,212000,2460.0,1661,3.5,1,1,1,0,0,0,1,0,0,0,0
840,14753,7,5,1,3,1,5,0,2,0,207000,2926.0,1463,3.0,1,1,1,0,0,0,1,0,0,0,0
841,10859,5,5,1,3,1,6,0,2,392,145000,2194.0,1097,1.5,1,1,1,0,1,0,1,0,0,0,0
842,8072,5,5,1,3,1,5,0,2,0,138000,1980.0,990,2.0,1,1,1,0,1,0,1,0,0,0,0
843,10400,7,5,1,3,1,6,0,2,198,197900,2645.0,1779,2.5,1,1,1,0,0,0,1,0,0,0,0
844,10335,7,5,1,3,1,6,0,2,144,204000,2991.0,1501,3.0,1,1,1,0,0,0,1,0,0,0,0
845,9017,7,5,1,3,1,6,0,2,0,192000,2862.0,1431,3.0,1,1,1,0,0,0,1,0,0,0,0
846,8750,6,5,1,3,1,7,1,2,150,200000,2700.0,1772,3.5,1,1,1,0,0,0,1,0,0,0,0
847,8935,7,5,1,3,1,7,0,2,144,195000,2491.0,1660,2.5,1,1,1,0,0,1,1,0,0,0,0
848,9808,7,5,1,3,1,6,0,2,0,227000,3146.0,1573,3.0,1,1,1,0,0,1,1,0,0,0,0
849,12420,7,5,1,3,1,6,0,2,0,230000,2784.0,1840,3.5,1,1,1,0,0,1,1,0,0,0,0
850,16285,7,5,1,3,1,6,0,2,0,187100,2843.0,1430,2.0,1,1,1,0,1,1,1,0,0,0,0
851,10739,7,5,1,3,1,6,0,2,144,203000,2875.0,1444,3.0,1,1,1,0,1,1,1,0,0,0,0
852,11166,7,5,1,3,1,6,1,2,0,201000,2984.0,1492,2.0,1,1,1,0,0,1,1,0,0,0,0
853,8430,5,5,1,3,1,5,0,2,0,124000,2080.0,1040,2.0,1,0,0,0,0,0,1,0,0,0,0
854,16269,5,5,1,3,1,5,0,2,72,140000,1814.0,907,1.0,1,1,0,0,0,0,1,0,0,0,0
855,6950,5,7,1,2,1,5,0,2,0,134900,1828.0,914,2.0,1,1,0,0,0,0,1,0,0,0,0
856,8800,5,7,1,3,1,5,0,2,0,150500,2080.0,1040,2.0,1,1,1,0,1,0,1,0,0,0,0
857,7000,5,8,1,3,1,6,0,2,0,136500,1728.0,864,2.0,1,1,0,0,1,0,1,0,0,0,0
858,9286,5,7,1,3,1,5,0,2,173,143500,2536.0,1268,1.5,1,1,0,0,1,0,1,0,0,0,0
859,15523,5,6,1,3,1,5,1,2,0,133500,1728.0,864,2.0,1,1,0,0,0,0,1,0,0,0,0
860,7200,5,5,1,2,1,6,0,2,215,123000,1788.0,894,1.0,1,1,0,0,0,0,1,0,0,0,0
861,7200,5,8,1,2,1,5,0,2,192,133900,1536.0,768,1.5,1,1,0,0,1,0,1,0,0,0,0
862,8445,5,7,1,2,1,5,0,2,58,133000,1536.0,768,2.0,1,1,0,0,1,0,1,0,0,0,0
863,11664,7,5,1,3,1,6,0,2,262,250000,3180.0,1611,3.0,1,1,1,0,0,1,1,0,0,0,0
864,12334,8,5,1,4,1,8,1,2,192,254750,3252.0,2184,2.5,1,1,1,0,0,1,1,0,0,0,0
865,11838,8,5,1,3,1,7,1,2,202,236500,3541.0,1788,2.0,1,1,1,0,0,1,1,0,0,0,0
866,11885,8,5,1,3,1,7,1,2,160,261500,3171.0,1872,3.5,1,1,1,0,0,1,1,0,0,0,0
867,11050,9,5,1,3,1,8,2,2,253,313000,3593.0,2153,3.5,1,1,1,0,0,0,1,0,0,0,0
868,8749,7,5,1,3,1,6,0,2,0,198500,2565.0,1725,2.5,1,1,1,0,0,1,1,0,0,0,0
869,11250,7,5,1,3,1,6,0,2,256,211000,2814.0,1870,2.5,1,1,1,0,0,1,1,0,0,0,0
870,15750,8,5,1,2,1,5,1,2,135,220000,2975.0,1513,3.0,1,1,1,0,1,0,1,0,0,0,0
871,11883,7,5,1,3,1,6,1,2,115,203000,3008.0,1504,3.0,1,1,1,0,0,0,1,0,0,0,0
872,12782,8,5,1,3,1,7,1,2,194,279500,3650.0,1828,3.0,1,1,1,0,1,1,1,0,0,0,0
873,8750,7,5,1,3,1,7,1,2,60,210000,2834.0,1417,3.0,1,1,1,0,1,0,1,0,0,0,0
874,9375,7,5,1,3,1,8,0,2,576,219500,3091.0,2034,3.5,1,1,1,0,1,0,1,0,0,0,0
875,8750,7,5,1,2,1,7,1,2,0,191000,2596.0,1716,2.5,1,1,1,0,0,0,1,0,0,0,0
876,9100,7,5,1,3,1,6,0,2,356,178000,2424.0,1212,2.0,1,1,0,0,0,1,1,0,0,0,0
877,9750,7,5,1,3,1,6,1,2,74,213000,3260.0,1630,2.0,1,1,1,0,1,0,1,0,0,0,0
878,4435,6,5,1,1,1,4,0,2,140,144000,1696.0,848,2.0,1,1,0,0,1,1,1,0,0,0,1
879,4435,6,5,1,1,1,4,0,2,140,140000,1696.0,848,2.0,1,1,0,0,0,1,1,0,0,0,1
880,10200,8,5,1,3,1,7,1,2,0,293200,3180.0,1602,3.0,1,1,1,0,0,1,1,0,0,0,0
881,9313,7,5,1,3,1,7,0,2,187,190000,2592.0,1728,2.5,1,1,1,0,0,1,1,0,0,0,0
882,8487,7,5,1,3,1,6,0,2,192,190000,3000.0,1500,2.0,1,1,1,0,0,1,1,0,0,0,0
883,8633,6,5,1,3,1,7,0,2,100,173500,2214.0,1476,3.5,1,1,1,0,0,1,1,0,0,0,0
884,11069,6,5,1,3,1,6,1,2,100,170000,2004.0,1396,2.5,1,1,1,0,0,1,1,0,0,0,0
885,8777,4,5,1,2,1,5,0,0,0,108000,1126.0,1126,2.0,0,1,1,0,1,0,1,0,0,0,0
886,9937,5,7,1,3,1,7,0,2,0,167000,2972.0,1486,2.0,1,1,0,0,1,0,1,0,0,0,0
887,8877,4,6,1,2,1,3,1,2,0,100000,1632.0,816,2.0,1,1,0,0,1,0,1,0,0,0,0
888,7301,7,5,1,4,1,7,1,2,0,198500,1922.0,1922,3.0,0,1,1,0,0,1,1,0,0,0,0
889,7950,6,6,1,3,1,6,0,2,252,159500,2116.0,1426,1.5,1,1,0,0,0,0,1,0,0,0,0
890,10682,4,6,1,3,1,7,0,2,0,127000,2163.0,1149,2.0,1,1,1,0,1,0,1,0,0,0,0
891,7200,6,6,1,3,1,6,1,2,296,125000,2166.0,1125,2.0,1,1,0,0,0,0,1,0,0,0,0
892,13286,9,5,1,3,1,8,1,2,327,320000,3396.0,1698,3.0,1,1,1,0,1,1,1,0,0,0,0
893,3675,6,5,1,2,1,5,0,2,0,145500,1619.0,1072,2.0,1,1,1,0,1,1,1,0,0,0,1
894,9405,5,9,1,2,1,4,0,2,0,118000,1396.0,698,1.5,1,0,1,0,1,0,1,0,0,0,0
895,6410,4,5,1,3,1,5,0,2,0,85000,1752.0,876,1.0,1,1,0,0,0,0,1,0,0,0,0
896,11767,5,5,1,3,1,6,0,2,0,120000,2446.0,1368,2.0,1,1,1,0,0,0,1,0,0,0,0
897,8405,4,3,0,4,1,9,0,0,92,98000,1529.0,1529,2.0,0,1,1,0,1,0,1,0,0,0,0
898,4060,5,8,1,2,1,4,0,2,0,99900,1728.0,864,1.0,1,0,1,0,1,0,1,0,0,0,0
899,10206,3,3,0,2,1,4,0,2,0,82000,944.0,944,1.0,0,1,0,0,0,0,1,0,0,0,0
900,10926,5,5,1,6,2,10,0,2,0,119900,3356.0,1678,2.0,1,0,0,0,0,0,1,0,1,0,0
901,11767,5,5,1,2,1,7,1,2,0,103500,2710.0,1560,1.0,1,1,0,0,0,0,1,0,0,0,0
902,8926,4,3,1,3,1,5,0,2,64,112000,1632.0,960,1.0,1,1,1,0,0,0,1,0,0,0,0
903,12354,6,8,1,3,1,7,0,2,0,110000,1880.0,1196,1.0,1,1,1,0,1,0,1,0,0,0,0
904,8212,5,6,1,3,1,6,2,2,84,122000,2018.0,1298,1.0,1,1,0,0,1,0,1,0,0,0,0
905,10998,5,5,1,3,1,6,0,2,0,117000,2588.0,1604,2.0,1,1,1,0,1,0,1,0,0,0,0
906,6300,5,4,1,3,1,7,2,2,0,160000,2100.0,1268,1.5,1,1,1,0,1,0,1,0,0,0,0
907,4500,5,5,1,3,1,6,0,2,0,159434,2313.0,1520,1.0,1,1,1,0,1,0,1,0,0,0,0
908,8400,2,5,0,1,1,3,0,0,0,60000,728.0,438,1.0,1,1,0,0,1,0,1,0,0,0,0
909,9900,6,7,1,3,1,7,1,2,335,139500,2267.0,1489,2.0,1,1,0,0,1,0,1,0,0,0,0
910,15863,7,3,1,5,1,12,2,2,136,197000,3906.0,2685,3.5,1,1,1,0,1,0,1,0,0,0,0
911,5707,6,6,1,3,1,6,1,2,329,105000,1825.0,1242,1.5,1,1,1,0,1,0,1,0,0,0,0
912,7804,4,3,1,4,1,7,2,2,431,135000,3103.0,1981,3.0,1,1,1,0,1,0,1,0,0,0,0
913,8574,6,8,1,3,1,6,1,2,0,147500,2048.0,1232,1.0,1,1,1,0,1,0,1,0,0,0,0
914,6171,6,6,1,3,1,7,1,2,147,137450,2584.0,1608,2.5,1,1,1,0,1,0,1,0,0,0,0
915,7200,7,9,1,3,1,6,0,2,256,155000,1695.0,1135,2.0,1,1,0,0,1,0,1,0,0,0,0
